genre	filename	sentence1	sentence2	score
main-news	headlines	PCB utser Waqar Younis till huvudtränare	Waqar Younis tillbaka som pakistans tränare	5.0
main-news	headlines	USA väcker talan mot Syrien	Saudi uppmanar brittiska åtgärder mot Israels strejker mot Syrien	2.4
main-news	headlines	Ankara-demonstranter kolliderar med polisen	Peru-demonstranter kolliderar med polisen	1.8
main-news	headlines	49 dödade, 148 sårade i våldsamma attacker i Irak	15 dödade, 90 sårade i nya attacker i Irak	2.2
main-news	headlines	Puerto Rican arresterades för produktion av barnpornografi	Indisk guru arresterades misstänkt för våldtäkt	0.4
main-news	headlines	Ukraina undertecknar EU: s handelspakt när Ryssland slutför annekteringen av Krim	"Ukrainas högsta domstol avfärdar Krims oberoende som ""okonstitutionell"""	2.0
main-news	headlines	Assad varnar Turkiet för ”tungt pris” för att stödja syriska rebeller	Skåp i krig för att beväpna syriska rebeller	1.0
main-news	headlines	Indiska aktier stänger lägre	Hong Kong-aktierna stänger 2,33% högre	1.8
main-news	headlines	19 dödade, 42 sårade i våldsamma attacker i Irak	43 dödade, 86 sårade i attacker i Irak	2.8
main-news	headlines	Indiska våldtäkt anklagas inför domar	Anklagade av indisk våldtäkt fanns skyldiga	3.8
main-news	headlines	Iran kärnkraftsavtal godkände vid samtalen	Irans kärnkraftsavtal förseglade efter årtionden-lång tvist	3.6
main-news	headlines	Den egyptiska militärens talesman fördömer incitament mot armén	Tillkännagivande från arbetsministeriet på måndag	0.0
main-news	headlines	"Snowden ser ""ingen chans"" för USA: s rättegång"	"Snowden ser ""ingen chans"" att få rättvis rättegång i U.S."	5.0
main-news	headlines	Rubriker i stora iranska tidningar den 30 december	Rubriker i stora iranska tidningar den 6 juli	2.2
main-news	headlines	Dussintals skadade i Connecticut tågkollision	Den indiska ministeren dödades i kollision	0.2
main-news	headlines	Drottning besöker Storbritanniens nya prins	Drottning möter Storbritanniens nya barnprins	5.0
main-news	headlines	Ukraina: Tre dödade i parlamentets protester	Ukrainas president kräver samtal för att avsluta protesterna	1.0
main-news	headlines	Åkoperatör som är laddad i N. C. rättvis olycka	N. C. State Fair ride-operatör arresterad efter olycka	4.4
main-news	headlines	Transkription avslöjar förvirring över evakuering av sydkoreanska färja	Transkriptet avslöjar förvirring över färjevakuering	3.6
main-news	headlines	Fallna amerikanska brandmän kom hem	Wall Street slutar något lägre	0.2
main-news	headlines	Syriens regim accepterar deltagande i fredskonferens	Ryssland: Syrien går med på att delta i konferensen	4.8
main-news	headlines	Storbritanniens omröstning avvisar militära åtgärder	Storbritannien avvisar Syrien militära åtgärder	3.4
main-news	headlines	Nya Zeeland kommer att legalisera homosexuella äktenskap	Nya Zeeland röstar för att legalisera äktenskap av samma kön	4.4
main-news	headlines	Singapore lager slutar 0,37 pct	Singapore lager nära 0,41 pct högre	3.0
main-news	headlines	Venezuelas president besöker Kina	Senegalesiska president besöker Kina	1.8
main-news	headlines	Kairos demonstranter trotsar nedbrotthot	I Kairo-lägren grävar protestanter in och lever vidare	3.6
main-news	headlines	Saknad plansökning vänder sig till vietnamesiska öar	"Saknade flygbolag från Malaysia Airlines ""kraschar utanför Vietnam"""	3.0
main-news	headlines	Tjänstemannen i Malaysia Airlines informerar släktingar till saknade flygpassagerare om sökframsteg	Malaysia Airlines utreder medpiloten vid missande flyg	1.0
main-news	headlines	Stjärnor hyllar Cory Monteith	Stjärnor hyllar James Garner	2.2
main-news	headlines	Flygplatsarbetare i Los Angeles som anklagats för att ha hotat 9/11	Flygplatsarbetaren i Los Angeles anklagade över 9/11 hot	5.0
main-news	headlines	Notens måste-läsningar för fredag 24 maj 2013	Notens måste-läsningar för fredag 23 augusti 2013	2.2
main-news	headlines	Cristiano Ronaldo hat-trick skjuter Portugal till VM-finalen 2014	Ronaldo hat-trick skjuter Portugal till VM	4.8
main-news	headlines	"Storbritanniens prins Philip planerade på ""undersökande"" operation"	Storbritanniens prins Philip på sjukhus	3.0
main-news	headlines	Japan börjar höra om moms, ex-bankens ställföreträdare kräver gradvis ökning	Japan inleder utfrågningar om den föreslagna skattehöjningen	3.6
main-news	headlines	Tre bombattacker dödar sex soldater, en civil	Skolbomangrepp dödar två i södra Thailand	1.0
main-news	headlines	Italienska pilgrimer dör i bussfallet	Passagerare som är döda i Italien buss stupar	3.8
main-news	headlines	Stark ny jordbävning träffade Pak-regionen	Kraftfulla nya jordbävning träffade Pakistan-regionen	5.0
main-news	headlines	Den syriska oppositionen erbjuder Assad-vapen i Homs under hela Ramadan	Den syriska oppositionen erbjuder Assads styrkor vapenvapen under hela Ramadan	4.6
main-news	headlines	Minst 20 döda i Somalia-attacker	Minst 60 dör i Irak: s fängelseattack	2.2
main-news	headlines	Attackerare av Westgate-gallerian tillbringade fyra månader med att planera i Nairobi	Westgate angripare tillbringade fyra månader planering i Nairobi, säger tjänsteman	4.6
main-news	headlines	U.N.s säkerhetsråd kräver humanitär vapenvila i Gaza	U.N.s säkerhetsråd efterlyser ovillkorliga vapenvapen i Gaza	4.8
main-news	headlines	Jordbävning med 6,3 storlekar träffar Honshu, Japan: CENC	Jordbävning med 6,7-styrka stöter Taiwan: CENC	2.0
main-news	headlines	Kinesiska aktier stänger högre tisdag	Kinesiska aktier stängs lägre på onsdagen	2.2
main-news	headlines	Bilbomber dödar 58 i den irakiska huvudstaden	Bilbombningar dödar 13 civila i den irakiska huvudstaden	2.4
main-news	headlines	Ukrainska demonstranter tillbaka på gatorna för regeringen mot regeringen	Ukrainas demonstranter välter Lenins staty i Kiev	2.6
main-news	headlines	Kanadensiska godståg spränger dödstalet tre, för att stiga	"Den kanadensiska regeringen ""övervakning"" tåg sprängning situation"	2.2
main-news	headlines	Nigel Farage uppmanar regeringen att släppa syriska flyktingar till Storbritannien	"""Inga planer"" för att återskapa syriska flyktingar i Storbritannien"	2.4
main-news	headlines	Israels Peres uppmanar att återvända till fredssamtal	Gonsalves håller upp trycket på Dom Rep	0.2
main-news	headlines	Kinas yuan stärks till 6.1184 mot USD tisdag	Kina yuan försvagas till 6,1510 mot USD	1.8
main-news	headlines	Radio: Israel kommer att öka palestinska fångarnas frisläppande	USA: Israel försenar palestinska fångar	1.6
main-news	headlines	Morsis anhängare avvisar planen	Morsi-supportrar marsjerar i Egypten	2.4
main-news	headlines	Egypts domstol dömer 10 brödraskapsupportrar till döds - källor	Den turkiska statsministern berättar för supportrar att förbereda sig för rally	0.2
main-news	headlines	Obama fördömer dödandet av tre israeliska tonåringar	Kroppar av saknade israeliska tonåringar som finns på Västbanken	1.4
main-news	headlines	Män försökte halshugga soldat på London Street, hör domstolen	Australien spionerade på Indonesiens president: rapporter	0.0
main-news	headlines	Ukrainas demonstranter bygger om barrikader	Putin talar om Ukraina, demonstranter bygger om barrikader	3.4
main-news	headlines	Mel Smith död vid 60 och Storbritannien sörjer en komedifavorit	"Griff Rhys Jones: Mel Smith var ""en livskraft"""	2.4
main-news	headlines	Tre döda, 63 skadade när New York-byggnader kollapsar	Två döda, nio skadade i fransk byggnadskollaps	1.6
main-news	headlines	Kinesiska aktier stänger högre tisdag	Kinesiska aktier stänger lägre torsdag	1.6
main-news	headlines	India Ink: Bild av dagen: 2 juli	India Ink: Bild av dagen: 4 mars	3.0
main-news	headlines	Asiatiska muslimer firar Eid som 14 dödade i Afghanistan	Asiatiska muslimer firar Eid när 52 dör i Pakistan, Afghanistan	3.6
main-news	headlines	Ryska kolgruvor söker nya försäljningsställen i Kina	Rysslands utrikesminister träffar FN: s chef	0.4
main-news	headlines	Ukrainas pro-Rysslands demonstranter kräver större autonomi	Sudanesiska demonstranter kräver regimens utsträckning	1.4
main-news	headlines	Irak-armén kämpar för att ta om Tikrit	Iraks armé hävdar seger i Tikrit	3.2
main-news	headlines	Iran fördömer påstådd israelsk flygattack mot Syrien	Demokraterna står inför splittring över en strejk mot Syrien	1.2
main-news	headlines	Israel går med på att förlänga vapenvapen med fyra timmar	Israel, Hamas håller med om 12-timmars vapenvapen	2.6
main-news	headlines	Brand vid sydkoreanska bussterminal dödar 5	S Korea busstation brand dödar sju	3.2
main-news	headlines	Fyra civila, tre Nato-soldater dödade i Afghanistan	Tre Nato-soldater dödade i Afghanistan	3.4
main-news	headlines	Demonstranter träffar gator för att återta revolutionen	Egypten: Demonstranter stormar muslimska brödraskapets huvudkontor	1.6
main-news	headlines	Tokyo-aktierna öppnar ner 0,24%	Tokyo-aktierna öppnar upp 0,52%	2.8
main-news	headlines	Australien återvänder asylsökande till Sri Lanka vid sjööverföring	Australien: Australien lämnar asylsökande tillbaka till Sri Lanka	4.6
main-news	headlines	Shankill spränga offer för att komma ihåg	Krokodilofferets kropp återhämtade sig	0.2
main-news	headlines	118 personer dödades i tvillingsprängningar i Nigeria	Tio dödade i ny explosion i Ryssland	1.4
main-news	headlines	Glee-stjärnan Cory Monteith hittades död på hotellrum i Kanada	"""Glee"" -stjärnan Cory Monteith hittades död"	4.4
main-news	headlines	Dödstalet för Yolanda klättrar till 3 621	Kenya Röda korset säger att dödstalet ökar till 68	0.4
main-news	headlines	Tokyo-aktierna stänger upp 0,13 st	Tokyo aktier stänger 0,75 st ned	1.8
main-news	headlines	Iran säger sig redo för en ny runda med kärnkraftssamtal	Irans Khamenei förnyar sitt stöd för kärnkraftssamtal	3.6
main-news	headlines	Kollisioner fortsätter mellan polis och demonstranter i Turkiet	Turkisk polis slåss mot demonstranter, tydligt torg	4.4
main-news	headlines	De vägrade medicinska kort som uppmanades att kontakta HMS	HSE-chef försvarar medicinsk-kortplan	1.2
main-news	headlines	Världens största byggnad öppnades i västra Kina	Italien Ä s center s centrum-vänster splinters i presidentvalet	0.0
main-news	headlines	Israel är lätt skadad av stenar på Västbanken	Israeliska trupper dödar palestinier i Västbankens raid	1.2
main-news	headlines	Dödstalet från Egyptens protester stiger till 49	Dödstalet från våldet i Egypten stiger till 638	3.2
main-news	headlines	Syriens opposition är överens om att landmärka fredssamtal	Syriens opposition pressade på att delta i samtal	3.0
main-news	headlines	Fattigdomsstatistiken tvivlar på Modis utvecklingsanspråk	GM börjar ta återkallelsekrav 1 augusti	0.0
main-news	headlines	Pro-Ryssland gör uppror för att hålla omröstning i Ukraina	Syrien uppror: Vi dödade Hizbollah-män i Libanon	0.0
main-news	headlines	Georgier röstar för ny president	Allierad av Georgiens miljardär som premiärministern för att vara president - avsluta opinionsundersökningar	2.6
main-news	headlines	MERS respirationssjukdom som finns i USA, bekräftar tjänstemän	Första fallet av MERS, en SARS-liknande andningssjukdom, rapporterades i Nordamerika	4.2
main-news	headlines	EU förklarar Hizbollahs militära vingeterrorgrupp	EU sätter Hezbollahs militära vinge på terroristlistan	4.8
main-news	headlines	Tyskland välkomnar Iran kärnkraftsavtal	Syrien välkomnar Irans kärnkraftsavtal	1.8
main-news	headlines	Vad tidningarna säger, 25 juni 2013	Vad tidningarna säger, 19 augusti 2013	2.2
main-news	headlines	Vapenmän dödar nio utlänningar i Pakistan	Vapenmän dödar nio turister i Pakistan	4.8
main-news	headlines	2 indiska handlare strandsatta i Kina skickade hem	46 indiska sjuksköterskor strandsatta i Irak återvänder hem	1.8
main-news	headlines	Kaliforniens guvernör förklarar torkläge	Guvernör i Kalifornien förklarar torkläge i takt med att eldbränder fortsätter att brinna	3.6
main-news	headlines	Fredssamtal med palestinierna skulle ta månader: Israel tjänsteman	3yo palestinsk tjej dödad i israelisk attack	0.4
main-news	headlines	17:02 23 dödade i Irak bilbombningar	11 barn dödade i Syrien bombningar	0.6
main-news	headlines	Två döda, mer fångade i senaste Mumbai-byggnadens kollaps	Två fångas när USA: s byggnad kollapsar	1.2
main-news	headlines	Luftattacker dödar dussintals i norra Syrien	"Ukraina kommer inte att ge ""en tum"" över Krim"	0.0
main-news	headlines	Kinesisk turist bortfördes från Malaysia	Kina återvänder tio barn bortförda från Vietnam	1.4
main-news	headlines	FN-inspektörer kommer framåt mot Syrien kemiska vapen	USA har inte dragit slutsatsen att Syrien använde kemiska vapen - White House	2.2
main-news	headlines	Två arresteringar gjorda efter protest mot Nigel Farage	Kerry löfte framsteg efter den senaste intensiva Mideast-resan	0.0
main-news	headlines	Vapenmän dödar 15 libyska soldater	Vapenmän dödar 3 libanesiska trupper nära Syrien	2.4
main-news	headlines	Bilder visar avslutad Costa Concordia-operation	Timelapse för operationen i Costa Concordia	4.4
main-news	headlines	Irans kärnprat kommer in tredje dagen	Iran kärnkraftssamtal går in i avgörande tredje dag	5.0
main-news	headlines	Protestanter samlas i Brasilien trots eftergifter	Protester sveper Brasilien trots koncession	5.0
main-news	headlines	Australiens premiärminister Kevin Rudd kallar val för den 7 september	Australiens premiärminister Rudd kallar undersökningen den 7 september	4.6
main-news	headlines	Irans kärnkraftssamtal förväntas återupptas denna vecka	Storbritannien: Irans kärnkraftssamtal på en allvarlig punkt	3.0
main-news	headlines	Bangkok spänd på thailändska valkvällen	Bangladesh: Crackdown eskalerar inför valet	2.2
main-news	headlines	Kina kommer att skydda utländska affärers intressen	Obama i dir ė direkt ‚confront confront konfrontation med Putin om Ukraina	0.0
main-news	headlines	D.C. röster för att avkriminalisera Marijuana	DC röstar för att avkriminalisera potten	5.0
main-news	headlines	Många döda som asylbåt sjunker av Australien	Mandela tillbringar tredje dagen på sjukhus	0.0
main-news	headlines	Nordkoreas Kim kommer avrättande av en mäktig farbror	Nordkoreanska intriger: Utförande av makt	2.6
main-news	headlines	Margaret Thatcher dör efter stroke	Margaret Thatcher dör vid 87 år	4.2
main-news	headlines	Kinesisk president anländer till Nederländerna för statsbesök, kärnkraftmöte	Kinesisk president anländer till Venezuela för statsbesök	2.4
main-news	headlines	Israel sanktionerar palestinier i ett nytt slag mot fredssamtal	Israel släpper palestinska fångar som en del av avtalet för att återuppliva fredssamtal	2.4
main-news	headlines	UK Sky News-kameramannen dödades i Egypten	Sky News Cameraman dödades i Egypten	4.8
main-news	headlines	Aktien stiger i tidig handel	Aktier tum högre i tidig handel	4.4
main-news	headlines	FBI-ljudekspert vittnar i Zimmerman-rättegången	Juryval börjar i Zimmermans rättegång	1.4
main-news	headlines	Iranska kärnkraftssamtal förlängs till november	Irans kärnkraftssamtal förlängdes till 24 november	4.4
main-news	headlines	Boston misstänkte att bomba misstänkt att dyka upp i domstol	Boston-misstänkt begravd begravd	1.2
main-news	headlines	Dödstalet i Indien byggnadskollaps träffar 42	Avgift från Indien byggnadskollaps träffar 25	3.2
main-news	headlines	Obama tillkännager skapandet av tvillingtillverkande nav	Amerikanska aktier drar sig tillbaka på tillverkningsdata	0.4
main-news	headlines	Fem anklagade för terrorismbrott	Fem personer som åtalas för terrorbrott	4.8
main-news	headlines	President Obama avslöjar planer för att dra tillbaka trupper från Afghanistan senast 2016	Avstängning av den amerikanska regeringen: Obama berättar för republikanerna att lyfta hot mot den amerikanska ekonomin om de vill ha samtal	0.8
main-news	headlines	USA, Nato väcker tvivel Ryssland drog tillbaka från Ukrainas gräns	Inget tecken på ryska tillbakadragande från Ukrainas gräns, säger officiellt	2.6
main-news	headlines	FTSE Bursa Malaysia uppdatering: 11.30	FTSE Bursa Malaysia uppdatering: 15.00	3.4
main-news	headlines	Glasgow Helikopter Crash Search Ends	Glasgow Helicopter Crash: Woman PC Is Victim	2.8
main-news	headlines	Citat i nyheterna	Citat av dagen	3.2
main-news	headlines	Philip lämnar sjukhuset efter 11 dagar	Mandela lämnar sjukhuset efter tio dagar	1.8
main-news	headlines	"Benfragment ""kan vara kung Alfred"""	Rester i Winchester kan vara kung Alfred den stora	4.6
main-news	headlines	Israel befriar andra gruppen palestinska fångar	Israel släpper 26 palestinska fångar	3.8
main-news	headlines	Två skyddare döda efter att ha kolliderat under USA: s hopp	Två fallskärmshoppare döda efter att ha kolliderat under hopp i Arizona	3.8
main-news	headlines	"""Iron Man"" jetpacks orsakar oro på Hawaii"	"""Iron Man"" Jetpacks gnistrproblem"	3.8
main-news	headlines	Israel befriar palestinska fångar	Israel släpper 26 palestinska fångar	4.6
main-news	headlines	"Frankrike säger att det inte kommer att vara ""Skydda ansvar"" i Syrien"	Frankrike uppmanar EU att förenas om Syrien	2.6
main-news	headlines	Boston misstänkte bombardemang identifierad på övervakningsvideo, ingen gripande	Boston misstänkte bombnings misstänkt var under FBI-övervakning, säger mor	3.4
main-news	headlines	Kinas ilska mot N. Korea övervinner oro över USA	Kinas ilska mot Nordkorea övervinner oro över amerikanska stealth-flygningar	3.2
main-news	headlines	Kina yuan stärks till nytt högt mot USD	Kina yuan försvagas till 6,705 mot USD	2.2
main-news	headlines	Man hålls efter tonårskott i Belfast	Man, 40, arresterad efter skytte	3.2
main-news	headlines	Polisen stoppar presidentvalet i Maldiverna	Keita vinner Mali presidentval	1.2
main-news	headlines	Indisk armé dödar 3 militanter i indisk kontrollerad Kashmir	Indiska trupper dödar militant befälhavare i indisk kontrollerad Kashmir	3.6
main-news	headlines	Bilbomb dödar 20 i nordvästra Syrien	Bilbomb dödar 40 i nordvästra Pakistan	1.2
main-news	headlines	Iran ökar oljeswap med östra grannar	Iran uppmanar snabbt att frigöra diplomaten	0.4
main-news	headlines	Turkiets president vädjar om lugn	Texas house godkänner preliminärt abortlagstiftning	0.0
main-news	headlines	Nordkorea testar 30 missiler i havet	"N Korea ""skjuter 100 skal"" i havet"	2.8
main-news	headlines	Mannen dör i Co Donegal husbrand	Kvinnan dör i Co Cork husbrand	2.2
main-news	headlines	Doha-gas explosion dödar 12, skadar dussintals	Syrien missil dödar 26, inklusive 8 barn	0.6
main-news	headlines	Meningsstationer öppnar vid Ukrainas presidentval	Nomineringar öppnas för e.TV Ghana Most Influential Awards	0.2
main-news	headlines	India Ink: Bild av dagen: 21 april	India Ink: Bild av dagen: 2 maj	2.6
main-news	headlines	Två franska journalister dödade i Mali	Frankrike bekräftar två franska journalister som dödades i Mali	5.0
main-news	headlines	Vapenmän dödar nio turister i Pakistan	Gunmen Attack Hotel i det avlägsna pakistanska provinsen	3.2
main-news	headlines	Israel och Hamas för att observera korta våldsdelar i Gaza	"Israel och Hamas ""accepterar tillfällig vapenvård"""	4.6
main-news	headlines	Kinas oroliga Xinjiang drabbats av mer våld	Kinas onlinepopulation stiger till 618 miljoner	0.4
main-news	headlines	Släktingar krossar med polisen efter att Kinas brand dödade 120	Arg familjer kräver svar efter att Kinas anläggningsbrand dödade 119	3.8
main-news	headlines	Iran avvisar anspråk på klorbomber	Iran avvisar MKO-anspråk på kärnkraftsplatsen	2.4
main-news	headlines	"Indiens minister hustru dog ""onaturlig död"" efter rykten om affärer"	"Ministerens fru död ""onaturligt"""	3.8
main-news	headlines	3 döda, 1 skadade i skytte på motellet vid S Carolina vid havet	4 döda, 30 skadade i tågkollision nära Moskva	0.2
main-news	headlines	Begravning av Boston-misstänkt verkar vara laglig	"""Redo att gå hem:"" Sista Boston-bombningsofferet lämnar sjukhuset"	1.0
main-news	headlines	5 dödade i S Kina väggrotta	02:41 156 dödade i jordbävningen i Kina	1.2
main-news	headlines	Sydafrikas president: Mandela förbättras	Afghanistans president försenar att underteckna USA: s avtal	0.0
main-news	headlines	World News Update, vad du behöver veta	Labours 50p-skattesats: vad du behöver veta	0.6
main-news	headlines	Syriska inbördeskrig på foton	Syriska inbördeskrigsfredsförhandlingar i riskzonen från Iran inbjudan	1.2
main-news	headlines	Abdullah vidgar ledningen i den afghanska presidenten	Explosioner hörde nära afghansk presidentpalats	1.0
main-news	headlines	Imran skyller rival för kollegamord	Pakistans Imran skyller rival för att ha dödat partimedlemmen	4.2
main-news	headlines	Bangladesh hedrar fabriksoffer	Återförsäljare tillbaka Bangladesh-säkerhetspakten	2.8
main-news	headlines	Man som satte eld på National Mall har dött	Man sätter sig själv i brand på National Mall, flög till sjukhus	3.0
main-news	headlines	Japan försvarar delfinjakt efter USA: s kritik	Japan försvarar delfinjakter efter kritik från USA	5.0
main-news	headlines	Bombastorns köpcentrum i Nigeria, 12 dödade	Bombningen sprängs innan den indiska oppositionen rally 4	1.4
main-news	headlines	Filippinernas tyfon dödstal på 4 460: FN	Filippinernas tyfon dödstal ökar över 5 000	3.4
main-news	headlines	Polisen avfyrar tårgas på venezuelanska omröstningsprotestanter	Chavez arving Maduro vinner Venezuelas ordförandeskap	0.6
main-news	headlines	Våg av attacker dödar minst 95 i Irak	Självmordsattack dödar minst 12 i norra Irak	1.8
main-news	headlines	Den bästa kinesiska politiska rådgivaren träffar den grekiska statsministeren	Bästa kinesiska politiska rådgivaren träffar den jemenitiska presidenten	3.4
main-news	headlines	Palestinsk diplomat skadad i explosion i Prag	Den palestinska ambassadören skadad i lägenhetens explosion	4.0
main-news	headlines	Ukrainas ledare lovar krisförhandlingar	Ukrainas ledare lovar krisförhandlingar	5.0
main-news	headlines	7 dödade i attacker i Irak	16 dödade i serie attacker i Irak	3.0
main-news	headlines	USA: s militära närvaro i östra Asien	Nato stärker militär närvaro mitt i det ryska hotet	1.2
main-news	headlines	USA tror att den syriska regeringen använde kemiska vapen	USA misstänker att Syrien använde kemiska vapen	5.0
main-news	headlines	Världsmakten och Iran kommer att återuppta expertkärnförhandlingar den 30 december	Iran kärnkraftsexperter, världsmakten att återuppta samtal nästa vecka	4.0
main-news	headlines	Egypts muslimska brödraskap vägrar att återvända	Den egyptiska domstolen dömer ledaren för muslimska brödraskapet till liv i fängelse	1.4
main-news	headlines	Minst 6 döda i Kanada buss, tågkrasch	Minst 6 döda i Paris tågkrasch	2.2
main-news	headlines	Kinesisk president träffar den grekiska statsministeren och kräver ett starkare partnerskap	Kinesisk president träffar den indiska vice presidenten	1.8
main-news	headlines	AstraZeneca betalar 4,1 miljarder dollar för att köpa Bristol-Myers Squibb av diabetesallians	AstraZeneca köper Bristol ur diabetesföretag för upp till 4,1 miljarder dollar	5.0
main-news	headlines	Italiensk flykting arresterad i Dominikanska republiken	Den australiska isbrytaren anländer till östra Antarktis för ett nytt räddningsbud	0.0
main-news	headlines	Indien, USA kommer att hålla samtal om Kina nästa vecka	Egypten kommer att hålla fler samtal med IMF om lån nästa vecka	1.4
main-news	headlines	Israel genomför markoffensiv i Gaza	Israel lanserar markoffensiv i Gaza	4.8
main-news	headlines	Ehud Olmert, före detta israelisk premiärminister, dömdes till sex års fängelse för korruption	Ehud Olmert dömdes till sex år i Israel	3.8
main-news	headlines	Brahimi ber om ursäkt till Syrien för bristen på fredsframsteg	Medlaren ber om ursäkt för syrarna för bristen på fredsframsteg	3.8
main-news	headlines	Egyptiska demonstranter ger Morsis avgång ultimatum	Ukrainas demonstranter kämpar mot polisen i nya konflikter	0.4
main-news	headlines	5 saker att veta om Sochi-OS	7 saker att veta om etanol	0.0
main-news	headlines	Kinesiska aktier öppnar lägre på onsdag	Kinas aktier stängs lägre på måndag	2.6
main-news	headlines	USA försenar missiltest när spänningarna ökar	"William Hague: USA: s beslut att stoppa missiltest ""förnuftigt"""	3.4
main-news	headlines	Brand i Peking dödar 10	Brand i Peking dödar tio	5.0
main-news	headlines	Indien, Kina bläckgräns pakt; 8 andra avtal	Indien, Kina bläckavtal om gränser över gränserna	3.8
main-news	headlines	Venezuela förvisar tre amerikanska diplomater	Venezuela förvisar 3 amerikanska diplomater	5.0
main-news	headlines	Tung smog träffar staden i norra Kina, flygningar avbrutna	Tung smog träffar North China City, flygningar avbrutna	5.0
main-news	headlines	Ryssland påstår sig ha förhindrat eventuell terrorhandling	"Ryssland säger att ballistiska ""föremål"" avfyras i Medelhavet"	1.4
main-news	headlines	3 kinesiska turister dödade i Pakistan	Sju kidnappare som dödades i södra Nigeria	0.4
main-news	headlines	Sevens World Cup i Kenya räcker	Clash of Styles in Court öppnar rättegången i ung mans död	0.0
main-news	headlines	Vapenmän dödar 10 utländska turister i norra Pakistan	Islamiska militanter dödar 9 utländska turister, 1 pakistanska	2.6
main-news	headlines	Österrikiska hittade hamstra 56 stulna skallar i hemmamuseet	Stulna dödskallar hittade i hemmamuseet	3.4
main-news	headlines	Egypten lanserar offensivt mot Sinai-militanter	Egypten startar offensivt mot Sinai-uppror	5.0
main-news	headlines	Record-inställning Southwest värmebölja blir dödlig	Minst 1 döda, 40 inlagda i sydvästliga värmebölja	4.0
main-news	headlines	Detroit som är berättigad till konkursskydd: amerikansk domare	Detroit berättigad till konkursskydd	4.6
main-news	headlines	Den brittiska nobelvinnande författaren Doris Lessing Dies	Nobelprisvinnande författaren Doris Lessing dör	4.2
main-news	headlines	Den israeliska regeringen godkänner nya bosättningar inför samtalen	Israel godkänner nya bosättningshem inför fredssamtal	4.8
main-news	headlines	Den pakistanska Taliban-chefen dödades i USA: s drönestrejk	"Begravning för Pakistan Taliban-chef ""kommer att äga rum"""	1.6
main-news	headlines	Putin undertecknar Krim-anslutningsfördraget	09:32 Putin tecknar annekteringen på Krim	3.6
main-news	headlines	FAA fortsätter förbudet mot USA: s flyg till Tel Aviv	FAA upphäver förbud mot amerikanska flygningar till Tel Aviv	1.8
main-news	headlines	Kinesiska sändebud vänder mot vietnamesiska, filippinska anklagelser över Sydkinesiska havet	Kinas Xi berättar Vietnam vill ha fred i Sydkinesiska havet	3.2
main-news	headlines	Fyra fler personer arresterades över Australiens största olagliga importtoxikatsyndikat	Polisen riktar sig mot olagligt tobakssyndikat	2.8
main-news	headlines	Obama flyttar för att fylla Fed-styrelsen, tappar Fischer till nr 2	Obama uttrycker villighet att prata med GOP om budgeten	0.4
main-news	headlines	Irans president fördömer användning av kemiska vapen i Syrien	Sanna påstådd användning av kemiska vapen i Syrien	1.6
main-news	headlines	Ett samhälle som försvinner i kanten	Gamla TV-justeringar spricker i kanterna	0.4
main-news	headlines	FN inbjuder Iran till Syriens fredskonferens	FN: Iran inbjuden att delta i Syriens fredskonferens	5.0
main-news	headlines	Italiens bussolycka dödstalet ökar	Starbucks rensar högskoleexamen för arbetare	0.0
main-news	headlines	Soccer Ref Stansad av Player Dies	Polis: Utah fotbollsdomare stansad av spelare dör	4.2
main-news	headlines	Angela Merkel var på väg mot smal vinst vid tyska val	Malawis nya president svarade in efter omtvistade val	0.4
main-news	headlines	Israel kvarhåller 37 palestinier när arresteringsoperationen fortsätter	Israel kritiserar palestinska inställning till nybyggarna	1.2
main-news	headlines	Rebeller dödar 21 civila i den ayritiska byn i Syrien	Bomb dödar 18 civila i Afghanistan	1.2
main-news	headlines	World skickar nödhjälp till misshandlade Filippinerna	Typhoon Haiyan: världen skickar lättnad till misshandlade Filippinerna	5.0
main-news	headlines	Palestinska hungerslagare, Israel når avtal	Palestinsk aktivist arresterad i israelisk raid	1.2
main-news	headlines	Assad säger att Syrien kommer att följa FN: s vapenlösning	Syriens Assad lovar att följa U.N.-resolutionen	4.8
main-news	headlines	Sydkoreas president förlåt för färjan svar	"S. Koreas president ""ledsen"" för färjan katastrof"	4.6
main-news	headlines	Prisökningar på livsmedel väcker oro i Iran	Amerikanen Chris Horner vinner Tour of Spain	0.0
main-news	headlines	Obama fattade i sista minuten beslut om Syrien godkännande	Obama mullar begränsade militära åtgärder i Syrien	2.0
main-news	headlines	Föraren går tillbaka till barnvagnen med barn, kör av	Föraren backar in i mamma, barnvagnen med barnet kör sedan av	4.0
main-news	headlines	Spaniens prinsessa vittnar i historisk bedrägeri	Spaniens prinsessa vittnar i historisk bedrägeri	5.0
main-news	headlines	Senaten bekräftar Obama-nominerad till den viktigaste överklagadomstolen	Senaten godkänner Obama-nominerad till den viktigaste överklagadomstolen	5.0
main-news	headlines	Den amerikanska rättighetschefen pressar Egypten på Mursis fängelse	FN: s rättighetschef pressar Egypten om Morsi-internering	5.0
main-news	headlines	Den amerikanska senaten bekräftar Janet Yellen som USA: s Federal Reserve chef	Senaten bekräftar Janet Yellen som nästa ordförande för Federal Reserve	5.0
main-news	headlines	Syriska rebellgrupper slåss mot varandra i norr	Syriska rebellgrupper slåss mot varandra i norr	5.0
